Source,Target,Weight
1082,1644,2
1082,1645,1
1082,1646,12
1082,1664,3
1082,1670,2
1082,1722,7
1082,1729,1
1082,1760,3
1082,1761,5
1082,1770,1
1082,1798,2
1082,1849,2
1082,1851,5
1082,1881,1
1082,1885,6
1082,1946,1
1082,1998,5
1082,2052,2
1082,2072,2
1082,2074,2
1082,2075,1
1082,2098,1
1082,2112,4
1082,2117,4
1082,2119,2
1082,2152,3
1082,2249,11
1082,2251,11
1082,2339,4
1082,2360,10
1082,2410,9
1082,2413,2
1082,2494,5
1082,2637,5
1082,2642,2
1082,2652,6
1082,2670,1
1082,2735,6
1082,2821,3
1082,3137,10
1082,3149,3
1082,3152,6
1082,3155,2
1082,3161,2
1082,3193,2
1082,3274,5
1082,3304,6
1082,3349,8
1082,3394,1
1082,3491,2
1082,3533,1
1082,3676,7
1082,3815,6
1082,3914,5
1082,3915,5
1082,3916,5
1082,3917,5
1082,3918,5
1082,3928,2
1082,3929,2
1082,3938,4
1082,4500,5
1082,4501,5
1082,4556,1
1082,4558,9
1082,4670,1
1082,4698,5
1082,4797,5
1082,4929,9
1082,4930,2
1082,4993,1
1082,5090,4
1082,5516,7
1082,5822,1
1082,5876,5
1082,5877,5
1082,5880,5
1082,6111,7
1082,6121,3
1082,6122,3
1082,6157,4
1082,6358,2
1082,6444,3
1082,6515,5
1082,6522,3
1082,6735,4
1082,6813,1
1082,7016,4
1082,7292,4
1082,7301,9
1082,7369,4
1082,7502,1
1082,7511,6
1082,7637,5
1082,7932,5
1082,7934,5
1082,8435,3
1082,8495,4
1082,8496,5
1082,8508,1
1082,8774,4
1082,8823,6
1082,8866,1
1082,9115,3
1082,9155,7
1082,9157,9
1082,9366,5
1082,9372,5
1082,9379,1
1082,9580,4
1082,9581,4
1082,9615,1
1082,9616,1
1082,9617,1
1082,9666,5
1082,9667,2
1082,9676,5
1082,9736,1
1082,9737,1
1082,9738,1
1082,9743,5
1082,9787,2
1082,9850,5
1082,9851,5
1082,9852,5
1082,9937,2
1082,9977,5
1082,9978,5
1082,9979,5
1082,9980,5
1082,9981,5
1082,9982,3
1082,9983,3
1082,10027,5
1082,10472,9
1082,10608,11
1082,10615,8
1082,10632,2
1082,10694,2
1082,10741,7
1082,10761,6
1082,10763,6
1082,10863,2
1082,10935,4
1082,10988,9
1082,11035,2
1082,11036,2
1082,11037,2
1082,11182,1
1082,11414,2
1082,12159,3
1082,12164,3
1082,12281,5
1082,12336,4
1082,12340,4
1082,12409,30
1082,12446,7
1082,15845,2
1082,15846,2
1082,16401,1
1082,16451,2
1082,16461,9
1082,16840,6
1082,16975,5
1082,17430,4
1082,19277,5
1082,19717,9
1082,19863,11
1082,20321,4
1082,23336,9
1082,23338,9
1082,23964,5
1082,24140,5
1082,24141,7
1083,1086,3
1083,1170,2
1083,1171,2
1083,1243,1
1083,1246,2
1083,1247,2
1083,1433,1
1083,1467,1
1083,1503,2
1083,1504,2
1083,1548,2
1083,1575,1
1083,1590,2
1083,1601,1
1083,1604,1
1083,1643,4
1083,1644,2
1083,1646,9
1083,1664,1
1083,1670,1
1083,1722,4
1083,1761,1
1083,1851,1
1083,1881,2
1083,1885,4
1083,2072,1
1083,2074,1
1083,2098,1
1083,2117,3
1083,2249,2
1083,2251,2
1083,2360,3
1083,2410,2
1083,2413,1
1083,2437,1
1083,2652,4
1083,3137,3
1083,3155,1
1083,3161,2
1083,3274,1
1083,3349,2
1083,3914,3
1083,3915,3
1083,3916,3
1083,3917,3
1083,3918,3
1083,3928,2
1083,3929,2
1083,3938,1
1083,4500,1
1083,4501,1
1083,4556,1
1083,4558,2
1083,4698,1
1083,4797,4
1083,4929,4
1083,4930,1
1083,5090,2
1083,5877,1
1083,5880,1
1083,6121,1
1083,6122,1
1083,6157,2
1083,6522,1
1083,7016,1
1083,7369,3
1083,7511,4
1083,7765,2
1083,7932,1
1083,7934,1
1083,8495,2
1083,8496,1
1083,8774,2
1083,9157,3
1083,9366,1
1083,9372,1
1083,9580,2
1083,9581,2
1083,9666,1
1083,9667,1
1083,9676,1
1083,9743,1
1083,9787,1
1083,9977,1
1083,9978,1
1083,9979,1
1083,9980,1
1083,9981,1
1083,9982,1
1083,9983,1
1083,10027,3
1083,10472,1
1083,10608,2
1083,10615,2
1083,10988,1
1083,12159,2
1083,12164,1
1083,12281,2
1083,12340,2
1083,12409,1
1083,12446,4
1083,13169,2
1083,16401,2
1083,16451,1
1083,16461,2
1083,16840,3
1083,16975,2
1083,18736,2
1083,19277,1
1083,19717,1
1083,19863,2
1083,20321,1
1083,23336,1
1083,23338,1
1083,23964,1
1083,24140,1
1086,1170,12
1086,1171,12
1086,1243,6
1086,1246,3
1086,1247,3
1086,1405,1
1086,1433,4
1086,1437,1
1086,1467,3
1086,1503,9
1086,1504,7
1086,1505,2
1086,1548,12
1086,1576,1
1086,1643,6
1086,1644,3
1086,1646,15
1086,1664,2
1086,1722,7
1086,1729,1
1086,1760,2
1086,1761,1
1086,1770,3
1086,1795,1
1086,1798,1
1086,1849,2
1086,1885,8
1086,1998,5
1086,2042,1
1086,2052,3
1086,2072,2
1086,2074,2
1086,2075,1
1086,2112,3
1086,2117,5
1086,2119,2
1086,2152,2
1086,2249,3
1086,2251,3
1086,2262,1
1086,2339,3
1086,2360,6
1086,2410,8
1086,2413,3
1086,2494,2
1086,2637,2
1086,2642,2
1086,2652,11
1086,2668,1
1086,2735,2
1086,2821,2
1086,2976,2
1086,3137,6
1086,3149,2
1086,3155,4
1086,3161,3
1086,3193,3
1086,3274,3
1086,3304,2
1086,3349,8
1086,3394,3
1086,3491,3
1086,3533,5
1086,3676,4
1086,3815,1
1086,3914,7
1086,3915,7
1086,3916,7
1086,3917,7
1086,3918,7
1086,3928,4
1086,3929,4
1086,3938,2
1086,4122,1
1086,4500,3
1086,4501,3
1086,4556,2
1086,4558,12
1086,4638,1
1086,4639,1
1086,4698,2
1086,4797,6
1086,4929,5
1086,4993,1
1086,5090,2
1086,5516,4
1086,5822,1
1086,5876,2
1086,5877,3
1086,5880,3
1086,6111,4
1086,6121,1
1086,6122,1
1086,6157,6
1086,6338,3
1086,6358,2
1086,6444,2
1086,6515,2
1086,6522,1
1086,6735,2
1086,6813,1
1086,7016,2
1086,7292,4
1086,7301,4
1086,7369,5
1086,7502,1
1086,7511,11
1086,7637,2
1086,7765,4
1086,7932,3
1086,7934,3
1086,8435,3
1086,8495,6
1086,8496,3
1086,8508,5
1086,8743,2
1086,8774,6
1086,8784,5
1086,8823,2
1086,8866,1
1086,9155,4
1086,9157,6
1086,9366,2
1086,9372,2
1086,9379,2
1086,9388,1
1086,9580,6
1086,9581,6
1086,9615,5
1086,9616,5
1086,9617,5
1086,9666,3
1086,9667,4
1086,9676,3
1086,9736,3
1086,9737,3
1086,9738,3
1086,9787,2
1086,9850,2
1086,9851,2
1086,9852,2
1086,9937,1
1086,9977,2
1086,9978,2
1086,9979,2
1086,9980,2
1086,9981,2
1086,9982,1
1086,9983,1
1086,10027,3
1086,10472,6
1086,10608,3
1086,10615,5
1086,10626,1
1086,10632,1
1086,10694,2
1086,10741,4
1086,10761,3
1086,10763,3
1086,10859,1
1086,10863,1
1086,10917,1
1086,10935,2
1086,10988,6
1086,11035,2
1086,11036,2
1086,11037,2
1086,11182,1
1086,11414,2
1086,12014,1
1086,12159,5
1086,12164,2
1086,12281,9
1086,12336,2
1086,12340,5
1086,12409,4
1086,12446,7
1086,13169,2
1086,15845,1
1086,15846,1
1086,16451,5
1086,16461,12
1086,16840,5
1086,16975,9
1086,17430,6
1086,18722,1
1086,18736,4
1086,19277,3
1086,19717,6
1086,19863,3
1086,20321,2
1086,23336,6
1086,23338,6
1086,23964,3
1086,24140,3
1086,24141,3
1170,1171,98
1170,1238,1
1170,1243,19
1170,1246,2
1170,1247,2
1170,1405,1
1170,1433,5
1170,1467,10
1170,1503,17
1170,1504,15
1170,1505,2
1170,1548,98
1170,1576,2
1170,1590,3
1170,1601,1
1170,1604,1
1170,1643,8
1170,1644,4
1170,1645,2
1170,1646,28
1170,1664,8
1170,1670,5
1170,1722,14
1170,1729,3
1170,1754,1
1170,1760,9
1170,1761,11
1170,1770,4
1170,1795,1
1170,1798,3
1170,1849,5
1170,1851,4
1170,1881,3
1170,1885,18
1170,1998,24
1170,2052,5
1170,2072,5
1170,2074,5
1170,2075,2
1170,2098,2
1170,2112,11
1170,2117,5
1170,2119,3
1170,2152,7
1170,2249,10
1170,2251,10
1170,2262,3
1170,2339,11
1170,2360,16
1170,2410,21
1170,2413,4
1170,2494,7
1170,2637,8
1170,2642,4
1170,2652,26
1170,2670,6
1170,2735,7
1170,2821,9
1170,2976,5
1170,3137,16
1170,3149,9
1170,3152,3
1170,3155,2
1170,3161,2
1170,3193,5
1170,3203,2
1170,3266,2
1170,3274,10
1170,3304,7
1170,3349,19
1170,3394,5
1170,3491,3
1170,3533,4
1170,3676,6
1170,3815,6
1170,3914,12
1170,3915,12
1170,3916,12
1170,3917,12
1170,3918,12
1170,3919,1
1170,3920,1
1170,3921,1
1170,3922,1
1170,3923,1
1170,3924,1
1170,3928,10
1170,3929,10
1170,3938,6
1170,3953,1
1170,4500,10
1170,4501,10
1170,4556,5
1170,4558,98
1170,4638,2
1170,4639,2
1170,4670,2
1170,4698,7
1170,4797,8
1170,4929,13
1170,4930,5
1170,4993,4
1170,5090,3
1170,5516,6
1170,5822,5
1170,5876,8
1170,5877,10
1170,5880,10
1170,6111,11
1170,6121,5
1170,6122,5
1170,6157,10
1170,6232,1
1170,6299,1
1170,6338,5
1170,6358,6
1170,6444,9
1170,6515,8
1170,6522,5
1170,6735,3
1170,6813,3
1170,7016,6
1170,7292,9
1170,7301,3
1170,7369,5
1170,7502,2
1170,7511,17
1170,7637,8
1170,7765,5
1170,7932,10
1170,7934,10
1170,8435,3
1170,8495,10
1170,8496,10
1170,8508,4
1170,8743,4
1170,8774,10
1170,8784,8
1170,8823,7
1170,8866,4
1170,9115,3
1170,9155,6
1170,9157,23
1170,9366,7
1170,9372,7
1170,9379,2
1170,9580,10
1170,9581,10
1170,9615,4
1170,9616,4
1170,9617,4
1170,9666,10
1170,9667,2
1170,9676,10
1170,9735,1
1170,9736,4
1170,9737,4
1170,9738,4
1170,9743,4
1170,9787,5
1170,9850,8
1170,9851,8
1170,9852,8
1170,9937,4
1170,9977,7
1170,9978,7
1170,9979,7
1170,9980,7
1170,9981,7
1170,9982,5
1170,9983,5
1170,10027,11
1170,10472,19
1170,10608,10
1170,10615,13
1170,10626,1
1170,10632,5
1170,10694,7
1170,10741,6
1170,10761,10
1170,10763,10
1170,10859,3
1170,10863,5
1170,10917,2
1170,10935,5
1170,10988,19
1170,11035,6
1170,11036,6
1170,11037,6
1170,11155,1
1170,11182,2
1170,11414,6
1170,12014,11
1170,12159,6
1170,12164,8
1170,12281,17
1170,12336,3
1170,12340,15
1170,12409,9
1170,12446,14
1170,13169,1
1170,15845,3
1170,15846,3
1170,16401,3
1170,16451,10
1170,16461,98
1170,16840,17
1170,16975,17
1170,17430,11
1170,18736,5
1170,19270,2
1170,19277,10
1170,19717,19
1170,19863,10
1170,19872,2
1170,20321,6
1170,23336,19
1170,23338,19
1170,23964,10
1170,24140,10
1170,24141,4
1171,1238,1
1171,1243,19
1171,1246,2
1171,1247,2
1171,1405,1
1171,1433,5
1171,1467,10
1171,1503,17
1171,1504,15
1171,1505,2
1171,1548,98
1171,1576,2
1171,1590,3
1171,1601,1
1171,1604,1
1171,1643,8
1171,1644,4
1171,1645,2
1171,1646,28
1171,1664,8
1171,1670,5
1171,1722,14
1171,1729,3
1171,1754,1
1171,1760,9
1171,1761,11
1171,1770,4
1171,1795,1
1171,1798,3
1171,1849,5
1171,1851,4
1171,1881,3
1171,1885,18
1171,1998,24
1171,2052,5
1171,2072,5
1171,2074,5
1171,2075,2
1171,2098,2
1171,2112,11
1171,2117,5
1171,2119,3
1171,2152,7
1171,2249,10
1171,2251,10
1171,2262,3
1171,2339,11
1171,2360,16
1171,2410,21
1171,2413,4
1171,2494,7
1171,2637,8
1171,2642,4
1171,2652,26
1171,2670,6
1171,2735,7
1171,2821,9
1171,2976,5
1171,3137,16
1171,3149,9
1171,3152,3
1171,3155,2
1171,3161,2
1171,3193,5
1171,3203,2
1171,3266,2
1171,3274,10
1171,3304,7
1171,3349,19
1171,3394,5
1171,3491,3
1171,3533,4
1171,3676,6
1171,3815,6
1171,3914,12
1171,3915,12
1171,3916,12
1171,3917,12
1171,3918,12
1171,3919,1
1171,3920,1
1171,3921,1
1171,3922,1
1171,3923,1
1171,3924,1
1171,3928,10
1171,3929,10
1171,3938,6
1171,3953,1
1171,4500,10
1171,4501,10
1171,4556,5
1171,4558,98
1171,4638,2
1171,4639,2
1171,4670,2
1171,4698,7
1171,4797,8
1171,4929,13
1171,4930,5
1171,4993,4
1171,5090,3
1171,5516,6
1171,5822,5
1171,5876,8
1171,5877,10
1171,5880,10
1171,6111,11
1171,6121,5
1171,6122,5
1171,6157,10
1171,6232,1
1171,6299,1
1171,6338,5
1171,6358,6
1171,6444,9
1171,6515,8
1171,6522,5
1171,6735,3
1171,6813,3
1171,7016,6
1171,7292,9
1171,7301,3
1171,7369,5
1171,7502,2
1171,7511,17
1171,7637,8
1171,7765,5
1171,7932,10
1171,7934,10
1171,8435,3
1171,8495,10
1171,8496,10
1171,8508,4
1171,8743,4
1171,8774,10
1171,8784,8
1171,8823,7
1171,8866,4
1171,9115,3
1171,9155,6
1171,9157,23
1171,9366,7
1171,9372,7
1171,9379,2
1171,9580,10
1171,9581,10
1171,9615,4
1171,9616,4
1171,9617,4
1171,9666,10
1171,9667,2
1171,9676,10
1171,9735,1
1171,9736,4
1171,9737,4
1171,9738,4
1171,9743,4
1171,9787,5
1171,9850,8
1171,9851,8
1171,9852,8
1171,9937,4
1171,9977,7
1171,9978,7
1171,9979,7
1171,9980,7
1171,9981,7
1171,9982,5
1171,9983,5
1171,10027,11
1171,10472,19
1171,10608,10
1171,10615,13
1171,10626,1
1171,10632,5
1171,10694,7
1171,10741,6
1171,10761,10
1171,10763,10
1171,10859,3
1171,10863,5
1171,10917,2
1171,10935,5
1171,10988,19
1171,11035,6
1171,11036,6
1171,11037,6
1171,11155,1
1171,11182,2
1171,11414,6
1171,12014,11
1171,12159,6
1171,12164,8
1171,12281,17
1171,12336,3
1171,12340,15
1171,12409,9
1171,12446,14
1171,13169,1
1171,15845,3
1171,15846,3
1171,16401,3
1171,16451,10
1171,16461,98
1171,16840,17
1171,16975,17
1171,17430,11
1171,18736,5
1171,19270,2
1171,19277,10
1171,19717,19
1171,19863,10
1171,19872,2
1171,20321,6
1171,23336,19
1171,23338,19
1171,23964,10
1171,24140,10
1171,24141,4
1238,1243,16
1238,1467,1
1238,1503,2
1238,1548,1
1238,1575,1
1238,1601,1
1238,1604,3
1238,1643,3
1238,1644,2
1238,1645,2
1238,1646,7
1238,1722,1
1238,1760,1
1238,1761,4
1238,1798,1
1238,1849,1
1238,1851,2
1238,1885,2
1238,2075,1
1238,2117,2
1238,2119,3
1238,2249,1
1238,2251,1
1238,2360,2
1238,2413,1
1238,2494,1
1238,2642,2
1238,2652,1
1238,2670,1
1238,2735,1
1238,2821,1
1238,3137,2
1238,3149,1
1238,3152,1
1238,3274,1
1238,3304,1
1238,3349,1
1238,3676,1
1238,3815,1
1238,3914,2
1238,3915,2
1238,3916,2
1238,3917,2
1238,3918,2
1238,3938,2
1238,4500,1
1238,4501,1
1238,4558,1
1238,4670,2
1238,4797,3
1238,4929,2
1238,5516,1
1238,5822,1
1238,5877,1
1238,5880,1
1238,6338,2
1238,6358,1
1238,6444,1
1238,6735,1
1238,7016,2
1238,7292,1
1238,7301,1
1238,7369,2
1238,7502,1
1238,7511,1
1238,7932,1
1238,7934,1
1238,8496,1
1238,8823,1
1238,9155,1
1238,9157,4
1238,9666,1
1238,9676,1
1238,9743,2
1238,10472,16
1238,10608,1
1238,10615,1
1238,10741,1
1238,10761,1
1238,10763,1
1238,10935,1
1238,10988,16
1238,11035,1
1238,11036,1
1238,11037,1
1238,11182,1
1238,11414,1
1238,12159,3
1238,12281,2
1238,12336,1
1238,12409,2
1238,12446,1
1238,16461,1
1238,16840,3
1238,16975,2
1238,17430,1
1238,19277,1
1238,19717,16
1238,19863,1
1238,20321,2
1238,23336,16
1238,23338,16
1238,23964,1
1238,24140,1
1238,24141,2
1243,1246,25
1243,1247,25
1243,1405,1
1243,1433,7
1243,1437,4
1243,1467,9
1243,1503,28
1243,1504,14
1243,1505,4
1243,1548,19
1243,1575,1
1243,1576,3
1243,1583,6
1243,1584,6
1243,1590,2
1243,1601,2
1243,1604,3
1243,1643,30
1243,1644,21
1243,1645,2
1243,1646,56
1243,1664,7
1243,1670,6
1243,1722,19
1243,1729,1
1243,1754,1
1243,1760,8
1243,1761,13
1243,1770,1
1243,1795,1
1243,1798,6
1243,1849,8
1243,1851,7
1243,1881,2
1243,1885,13
1243,1946,1
1243,1998,20
1243,2042,1
1243,2052,6
1243,2072,8
1243,2074,8
1243,2075,9
1243,2112,8
1243,2117,7
1243,2119,21
1243,2152,12
1243,2249,14
1243,2251,14
1243,2262,1
1243,2339,8
1243,2360,25
1243,2410,17
1243,2413,15
1243,2437,1
1243,2494,11
1243,2637,7
1243,2642,7
1243,2652,17
1243,2668,1
1243,2670,2
1243,2735,7
1243,2821,8
1243,2976,4
1243,3136,2
1243,3137,25
1243,3149,8
1243,3152,7
1243,3155,3
1243,3161,25
1243,3193,6
1243,3202,1
1243,3203,3
1243,3266,1
1243,3274,9
1243,3304,7
1243,3349,16
1243,3394,9
1243,3491,7
1243,3533,4
1243,3676,10
1243,3815,9
1243,3914,13
1243,3915,13
1243,3916,13
1243,3917,13
1243,3918,13
1243,3919,4
1243,3920,4
1243,3921,4
1243,3922,4
1243,3923,4
1243,3924,4
1243,3928,12
1243,3929,12
1243,3938,8
1243,3953,1
1243,4500,9
1243,4501,9
1243,4556,2
1243,4558,19
1243,4638,5
1243,4639,5
1243,4670,2
1243,4698,9
1243,4729,3
1243,4797,30
1243,4929,32
1243,4930,6
1243,4993,8
1243,5067,3
1243,5090,7
1243,5516,10
1243,5822,6
1243,5876,7
1243,5877,9
1243,5880,9
1243,6111,11
1243,6121,6
1243,6122,6
1243,6157,12
1243,6232,1
1243,6299,1
1243,6338,10
1243,6358,9
1243,6444,8
1243,6515,7
1243,6522,6
1243,6735,4
1243,6813,1
1243,7016,8
1243,7292,15
1243,7301,14
1243,7369,7
1243,7502,3
1243,7511,31
1243,7637,7
1243,7765,11
1243,7932,9
1243,7934,9
1243,8435,5
1243,8495,12
1243,8496,9
1243,8508,4
1243,8743,6
1243,8774,12
1243,8784,10
1243,8823,7
1243,8866,8
1243,9115,2
1243,9155,10
1243,9157,37
1243,9366,9
1243,9372,9
1243,9379,4
1243,9388,1
1243,9580,12
1243,9581,12
1243,9615,4
1243,9616,4
1243,9617,4
1243,9666,9
1243,9667,3
1243,9676,9
1243,9735,1
1243,9736,1
1243,9737,1
1243,9738,1
1243,9743,7
1243,9787,8
1243,9850,7
1243,9851,7
1243,9852,7
1243,9937,8
1243,9977,9
1243,9978,9
1243,9979,9
1243,9980,9
1243,9981,9
1243,9982,6
1243,9983,6
1243,10027,10
1243,10042,1
1243,10043,1
1243,10044,1
1243,10045,1
1243,10046,1
1243,10047,1
1243,10472,315
1243,10608,14
1243,10615,15
1243,10626,1
1243,10632,8
1243,10694,9
1243,10741,10
1243,10761,13
1243,10763,13
1243,10859,1
1243,10863,8
1243,10917,7
1243,10935,11
1243,10988,315
1243,11035,9
1243,11036,9
1243,11037,9
1243,11155,1
1243,11182,3
1243,11414,9
1243,12014,3
1243,12159,23
1243,12164,7
1243,12281,28
1243,12336,4
1243,12340,11
1243,12409,9
1243,12446,19
1243,15845,5
1243,15846,5
1243,16401,2
1243,16451,6
1243,16461,19
1243,16493,6
1243,16840,23
1243,16975,28
1243,17430,26
1243,18736,11
1243,19270,3
1243,19277,9
1243,19293,3
1243,19294,3
1243,19717,315
1243,19863,14
1243,19872,3
1243,20321,8
1243,23336,315
1243,23338,315
1243,23964,9
1243,24140,9
1243,24141,7
1246,1247,106
1246,1405,1
1246,1433,2
1246,1467,2
1246,1503,7
1246,1504,3
1246,1505,4
1246,1548,2
1246,1575,3
1246,1576,4
1246,1583,3
1246,1584,3
1246,1590,8
1246,1601,1
1246,1604,1
1246,1643,10
1246,1644,7
1246,1645,1
1246,1646,14
1246,1664,5
1246,1670,1
1246,1722,16
1246,1754,3
1246,1760,1
1246,1761,4
1246,1770,2
1246,1795,1
1246,1798,2
1246,1849,4
1246,1881,8
1246,1885,5
1246,1946,3
1246,1998,6
1246,2072,2
1246,2074,2
1246,2075,5
1246,2112,6
1246,2117,12
1246,2119,9
1246,2152,6
1246,2249,5
1246,2251,5
1246,2262,1
1246,2339,6
1246,2360,9
1246,2410,8
1246,2413,5
1246,2494,8
1246,2637,1
1246,2642,3
1246,2652,7
1246,2670,2
1246,2735,6
1246,2821,1
1246,2976,1
1246,3136,1
1246,3137,9
1246,3149,1
1246,3152,1
1246,3155,1
1246,3161,106
1246,3203,3
1246,3266,2
1246,3274,2
1246,3304,6
1246,3349,8
1246,3394,4
1246,3491,4
1246,3533,3
1246,3676,2
1246,3815,4
1246,3914,13
1246,3915,13
1246,3916,13
1246,3917,13
1246,3918,13
1246,3919,6
1246,3920,6
1246,3921,6
1246,3922,6
1246,3923,6
1246,3924,6
1246,3928,15
1246,3929,15
1246,3938,3
1246,3953,3
1246,4122,3
1246,4500,2
1246,4501,2
1246,4558,2
1246,4638,1
1246,4639,1
1246,4670,1
1246,4698,2
1246,4729,3
1246,4797,10
1246,4929,24
1246,4930,1
1246,4993,4
1246,5090,3
1246,5516,2
1246,5822,1
1246,5876,1
1246,5877,2
1246,5880,2
1246,6111,3
1246,6121,2
1246,6122,2
1246,6157,2
1246,6232,3
1246,6299,3
1246,6338,4
1246,6358,5
1246,6444,1
1246,6515,1
1246,6522,2
1246,6735,3
1246,7016,3
1246,7292,14
1246,7301,8
1246,7369,12
1246,7502,2
1246,7511,21
1246,7637,1
1246,7765,5
1246,7932,2
1246,7934,2
1246,8435,2
1246,8495,2
1246,8496,2
1246,8508,3
1246,8743,2
1246,8774,2
1246,8784,8
1246,8823,6
1246,8866,4
1246,9115,5
1246,9155,2
1246,9157,26
1246,9366,2
1246,9372,2
1246,9379,4
1246,9580,2
1246,9581,2
1246,9615,3
1246,9616,3
1246,9617,3
1246,9666,2
1246,9667,1
1246,9676,2
1246,9735,3
1246,9736,2
1246,9737,2
1246,9738,2
1246,9787,2
1246,9850,1
1246,9851,1
1246,9852,1
1246,9937,1
1246,9977,2
1246,9978,2
1246,9979,2
1246,9980,2
1246,9981,2
1246,9982,2
1246,9983,2
1246,10027,3
1246,10472,25
1246,10608,5
1246,10615,8
1246,10626,1
1246,10632,10
1246,10694,3
1246,10741,2
1246,10761,4
1246,10763,4
1246,10859,1
1246,10863,10
1246,10917,4
1246,10935,9
1246,10988,25
1246,11035,5
1246,11036,5
1246,11037,5
1246,11155,3
1246,11182,2
1246,11414,5
1246,12159,12
1246,12164,5
1246,12281,7
1246,12336,3
1246,12340,3
1246,12409,2
1246,12446,16
1246,13169,2
1246,15845,2
1246,15846,2
1246,16401,8
1246,16461,2
1246,16493,3
1246,16840,23
1246,16975,7
1246,17430,6
1246,18722,1
1246,18736,5
1246,19270,3
1246,19277,2
1246,19293,3
1246,19294,3
1246,19717,25
1246,19863,5
1246,19872,3
1246,20321,3
1246,23336,25
1246,23338,25
1246,23964,2
1246,24140,2
1247,1405,1
1247,1433,2
1247,1467,2
1247,1503,7
1247,1504,3
1247,1505,4
1247,1548,2
1247,1575,3
1247,1576,4
1247,1583,3
1247,1584,3
1247,1590,8
1247,1601,1
1247,1604,1
1247,1643,10
1247,1644,7
1247,1645,1
1247,1646,14
1247,1664,5
1247,1670,1
1247,1722,16
1247,1754,3
1247,1760,1
1247,1761,4
1247,1770,2
1247,1795,1
1247,1798,2
1247,1849,4
1247,1881,8
1247,1885,5
1247,1946,3
1247,1998,6
1247,2072,2
1247,2074,2
1247,2075,5
1247,2112,6
1247,2117,12
1247,2119,9
1247,2152,6
1247,2249,5
1247,2251,5
1247,2262,1
1247,2339,6
1247,2360,9
1247,2410,8
1247,2413,5
1247,2494,8
1247,2637,1
1247,2642,3
1247,2652,7
1247,2670,2
1247,2735,6
1247,2821,1
1247,2976,1
1247,3136,1
1247,3137,9
1247,3149,1
1247,3152,1
1247,3155,1
1247,3161,106
1247,3203,3
1247,3266,2
1247,3274,2
1247,3304,6
1247,3349,8
1247,3394,4
1247,3491,4
1247,3533,3
1247,3676,2
1247,3815,4
1247,3914,13
1247,3915,13
1247,3916,13
1247,3917,13
1247,3918,13
1247,3919,6
1247,3920,6
1247,3921,6
1247,3922,6
1247,3923,6
1247,3924,6
1247,3928,15
1247,3929,15
1247,3938,3
1247,3953,3
1247,4122,3
1247,4500,2
1247,4501,2
1247,4558,2
1247,4638,1
1247,4639,1
1247,4670,1
1247,4698,2
1247,4729,3
1247,4797,10
1247,4929,24
1247,4930,1
1247,4993,4
1247,5090,3
1247,5516,2
1247,5822,1
1247,5876,1
1247,5877,2
1247,5880,2
1247,6111,3
1247,6121,2
1247,6122,2
1247,6157,2
1247,6232,3
1247,6299,3
1247,6338,4
1247,6358,5
1247,6444,1
1247,6515,1
1247,6522,2
1247,6735,3
1247,7016,3
1247,7292,14
1247,7301,8
1247,7369,12
1247,7502,2
1247,7511,21
1247,7637,1
1247,7765,5
1247,7932,2
1247,7934,2
1247,8435,2
1247,8495,2
1247,8496,2
1247,8508,3
1247,8743,2
1247,8774,2
1247,8784,8
1247,8823,6
1247,8866,4
1247,9115,5
1247,9155,2
1247,9157,26
1247,9366,2
1247,9372,2
1247,9379,4
1247,9580,2
1247,9581,2
1247,9615,3
1247,9616,3
1247,9617,3
1247,9666,2
1247,9667,1
1247,9676,2
1247,9735,3
1247,9736,2
1247,9737,2
1247,9738,2
1247,9787,2
1247,9850,1
1247,9851,1
1247,9852,1
1247,9937,1
1247,9977,2
1247,9978,2
1247,9979,2
1247,9980,2
1247,9981,2
1247,9982,2
1247,9983,2
1247,10027,3
1247,10472,25
1247,10608,5
1247,10615,8
1247,10626,1
1247,10632,10
1247,10694,3
1247,10741,2
1247,10761,4
1247,10763,4
1247,10859,1
1247,10863,10
1247,10917,4
1247,10935,9
1247,10988,25
1247,11035,5
1247,11036,5
1247,11037,5
1247,11155,3
1247,11182,2
1247,11414,5
1247,12159,12
1247,12164,5
1247,12281,7
1247,12336,3
1247,12340,3
1247,12409,2
1247,12446,16
1247,13169,2
1247,15845,2
1247,15846,2
1247,16401,8
1247,16461,2
1247,16493,3
1247,16840,23
1247,16975,7
1247,17430,6
1247,18722,1
1247,18736,5
1247,19270,3
1247,19277,2
1247,19293,3
1247,19294,3
1247,19717,25
1247,19863,5
1247,19872,3
1247,20321,3
1247,23336,25
1247,23338,25
1247,23964,2
1247,24140,2
1405,1467,7
1405,1504,1
1405,1548,1
1405,1575,1
1405,1590,2
1405,1601,1
1405,1643,1
1405,1646,3
1405,1722,4
1405,1729,1
1405,1754,1
1405,1760,1
1405,1761,7
1405,1795,137
1405,1798,1
1405,1805,11
1405,1849,1
1405,1881,2
1405,1998,5
1405,2042,1
1405,2052,2
1405,2075,1
1405,2117,1
1405,2152,1
1405,2249,1
1405,2251,1
1405,2262,1
1405,2360,3
1405,2410,1
1405,2413,1
1405,2494,8
1405,2637,3
1405,2642,1
1405,2652,1
1405,2668,1
1405,2670,2
1405,2821,1
1405,3137,3
1405,3149,1
1405,3155,10
1405,3161,1
1405,3193,2
1405,3202,4
1405,3266,2
1405,3274,7
