Source,Target,Weight
1798,19863,2
1798,19872,1
1798,20321,2
1798,23336,6
1798,23338,6
1798,23964,3
1798,24140,3
1798,24141,1
1805,2052,1
1805,3155,1
1805,3193,1
1805,3274,4
1805,3349,1
1805,3928,1
1805,3929,1
1805,4500,4
1805,4501,4
1805,4729,1
1805,4929,1
1805,5877,4
1805,5880,4
1805,6338,1
1805,6358,1
1805,7292,2
1805,7301,1
1805,7932,4
1805,7934,4
1805,8496,4
1805,9157,1
1805,9666,4
1805,9667,1
1805,9676,4
1805,10626,11
1805,10632,1
1805,10863,1
1805,10935,1
1805,11035,1
1805,11036,1
1805,11037,1
1805,11414,1
1805,12090,1
1805,12159,2
1805,13169,1
1805,16840,1
1805,19277,4
1805,19293,1
1805,19294,1
1805,23964,4
1805,24140,4
1849,1881,5
1849,1885,5
1849,1998,4
1849,2052,1
1849,2072,2
1849,2074,2
1849,2112,3
1849,2117,5
1849,2152,3
1849,2249,4
1849,2251,4
1849,2262,1
1849,2339,3
1849,2360,5
1849,2410,5
1849,2413,2
1849,2494,3
1849,2637,2
1849,2642,4
1849,2652,5
1849,2670,1
1849,2735,5
1849,2821,3
1849,2976,3
1849,3137,5
1849,3149,3
1849,3152,1
1849,3161,4
1849,3193,1
1849,3203,1
1849,3266,1
1849,3274,2
1849,3304,5
1849,3349,5
1849,3394,2
1849,3491,4
1849,3533,3
1849,3676,2
1849,3815,1
1849,3914,4
1849,3915,4
1849,3916,4
1849,3917,4
1849,3918,4
1849,3919,2
1849,3920,2
1849,3921,2
1849,3922,2
1849,3923,2
1849,3924,2
1849,3928,8
1849,3929,8
1849,3953,1
1849,4122,1
1849,4500,2
1849,4501,2
1849,4558,5
1849,4638,2
1849,4639,2
1849,4698,3
1849,4797,3
1849,4929,7
1849,4930,1
1849,4993,2
1849,5090,1
1849,5516,2
1849,5876,2
1849,5877,2
1849,5880,2
1849,6111,6
1849,6121,1
1849,6122,1
1849,6157,2
1849,6232,1
1849,6299,1
1849,6338,4
1849,6358,6
1849,6444,3
1849,6515,2
1849,6522,1
1849,6735,2
1849,7292,4
1849,7301,7
1849,7369,5
1849,7502,1
1849,7511,10
1849,7637,2
1849,7765,2
1849,7932,2
1849,7934,2
1849,8435,1
1849,8495,2
1849,8496,2
1849,8508,3
1849,8743,1
1849,8774,2
1849,8784,5
1849,8823,5
1849,8866,2
1849,9155,2
1849,9157,10
1849,9366,3
1849,9372,3
1849,9379,3
1849,9580,2
1849,9581,2
1849,9615,3
1849,9616,3
1849,9617,3
1849,9666,2
1849,9676,2
1849,9735,1
1849,9736,1
1849,9737,1
1849,9738,1
1849,9787,2
1849,9850,2
1849,9851,2
1849,9852,2
1849,9937,2
1849,9977,3
1849,9978,3
1849,9979,3
1849,9980,3
1849,9981,3
1849,9982,1
1849,9983,1
1849,10027,1
1849,10472,8
1849,10608,4
1849,10615,4
1849,10626,1
1849,10632,3
1849,10694,2
1849,10741,2
1849,10761,1
1849,10763,1
1849,10859,1
1849,10863,3
1849,10917,2
1849,10935,2
1849,10988,8
1849,11035,6
1849,11036,6
1849,11037,6
1849,11155,1
1849,11182,1
1849,11414,6
1849,12014,2
1849,12159,8
1849,12164,2
1849,12281,3
1849,12336,2
1849,12340,2
1849,12409,2
1849,12446,8
1849,13169,1
1849,15845,1
1849,15846,1
1849,16401,5
1849,16451,1
1849,16461,5
1849,16493,3
1849,16840,7
1849,16975,3
1849,17430,2
1849,18736,2
1849,19270,1
1849,19277,2
1849,19717,8
1849,19863,4
1849,19872,1
1849,23336,8
1849,23338,8
1849,23964,2
1849,24140,2
1849,24141,2
1851,1885,5
1851,1998,6
1851,2042,1
1851,2052,1
1851,2072,2
1851,2074,2
1851,2112,4
1851,2117,1
1851,2119,2
1851,2152,1
1851,2249,6
1851,2251,6
1851,2339,4
1851,2360,2
1851,2410,5
1851,2494,6
1851,2637,4
1851,2642,1
1851,2652,4
1851,2668,1
1851,2670,2
1851,2735,1
1851,2821,1
1851,3137,2
1851,3149,1
1851,3152,5
1851,3155,1
1851,3193,1
1851,3203,2
1851,3274,6
1851,3304,1
1851,3349,5
1851,3491,1
1851,3676,7
1851,3815,4
1851,3914,2
1851,3915,2
1851,3916,2
1851,3917,2
1851,3918,2
1851,3938,7
1851,4500,6
1851,4501,6
1851,4556,1
1851,4558,4
1851,4670,6
1851,4698,2
1851,4797,2
1851,4929,5
1851,4930,5
1851,4993,1
1851,5090,2
1851,5516,7
1851,5822,4
1851,5876,4
1851,5877,6
1851,5880,6
1851,6111,5
1851,6121,2
1851,6122,2
1851,6157,3
1851,6358,2
1851,6444,1
1851,6515,4
1851,6522,2
1851,6735,2
1851,6813,1
1851,7016,7
1851,7292,1
1851,7301,3
1851,7369,1
1851,7502,1
1851,7511,4
1851,7637,4
1851,7932,6
1851,7934,6
1851,8495,3
1851,8496,6
1851,8774,3
1851,8823,1
1851,8866,1
1851,9115,4
1851,9155,7
1851,9157,6
1851,9366,2
1851,9372,2
1851,9388,1
1851,9580,3
1851,9581,3
1851,9666,6
1851,9667,1
1851,9676,6
1851,9736,2
1851,9737,2
1851,9738,2
1851,9743,43
1851,9787,2
1851,9850,4
1851,9851,4
1851,9852,4
1851,9977,2
1851,9978,2
1851,9979,2
1851,9980,2
1851,9981,2
1851,9982,2
1851,9983,2
1851,10027,3
1851,10472,7
1851,10608,6
1851,10615,6
1851,10741,7
1851,10761,4
1851,10763,4
1851,10988,7
1851,11035,2
1851,11036,2
1851,11037,2
1851,11182,1
1851,11414,2
1851,12281,3
1851,12336,2
1851,12340,2
1851,12409,5
1851,12446,2
1851,15845,1
1851,15846,1
1851,16461,4
1851,16840,2
1851,16975,3
1851,17430,1
1851,19270,2
1851,19277,6
1851,19717,7
1851,19863,6
1851,19872,2
1851,20321,7
1851,23336,7
1851,23338,7
1851,23964,6
1851,24140,6
1851,24141,4
1881,1885,1
1881,1946,1
1881,1998,1
1881,2042,1
1881,2052,1
1881,2072,2
1881,2074,2
1881,2075,3
1881,2112,3
1881,2117,8
1881,2119,2
1881,2152,1
1881,2249,1
1881,2251,1
1881,2262,2
1881,2339,3
1881,2360,4
1881,2410,4
1881,2494,3
1881,2637,1
1881,2642,1
1881,2652,2
1881,2668,1
1881,2735,2
1881,2821,3
1881,2976,2
1881,3136,1
1881,3137,4
1881,3149,3
1881,3152,1
1881,3155,1
1881,3161,8
1881,3193,1
1881,3202,1
1881,3203,6
1881,3266,4
1881,3274,3
1881,3304,2
1881,3349,7
1881,3394,7
1881,3491,5
1881,3533,1
1881,3676,2
1881,3815,2
1881,3914,10
1881,3915,10
1881,3916,10
1881,3917,10
1881,3918,10
1881,3919,3
1881,3920,3
1881,3921,3
1881,3922,3
1881,3923,3
1881,3924,3
1881,3928,9
1881,3929,9
1881,3938,3
1881,3953,4
1881,4122,1
1881,4500,3
1881,4501,3
1881,4558,3
1881,4638,1
1881,4639,1
1881,4698,1
1881,4797,4
1881,4929,10
1881,4930,2
1881,4993,3
1881,5067,1
1881,5090,1
1881,5516,2
1881,5822,3
1881,5876,1
1881,5877,3
1881,5880,3
1881,6111,2
1881,6121,4
1881,6122,4
1881,6157,3
1881,6232,4
1881,6299,4
1881,6338,1
1881,6358,6
1881,6444,3
1881,6515,1
1881,6522,4
1881,6735,10
1881,6813,1
1881,7016,3
1881,7292,10
1881,7301,6
1881,7369,8
1881,7511,18
1881,7637,1
1881,7765,3
1881,7932,3
1881,7934,3
1881,8435,2
1881,8495,3
1881,8496,3
1881,8508,1
1881,8774,3
1881,8784,4
1881,8823,2
1881,8866,3
1881,9115,1
1881,9155,2
1881,9157,15
1881,9366,1
1881,9372,1
1881,9379,3
1881,9388,1
1881,9580,3
1881,9581,3
1881,9615,1
1881,9616,1
1881,9617,1
1881,9666,3
1881,9667,1
1881,9676,3
1881,9735,4
1881,9736,2
1881,9737,2
1881,9738,2
1881,9787,2
1881,9850,1
1881,9851,1
1881,9852,1
1881,9977,1
1881,9978,1
1881,9979,1
1881,9980,1
1881,9981,1
1881,9982,4
1881,9983,4
1881,10027,1
1881,10042,1
1881,10043,1
1881,10044,1
1881,10045,1
1881,10046,1
1881,10047,1
1881,10472,2
1881,10608,1
1881,10615,1
1881,10626,2
1881,10632,7
1881,10741,2
1881,10761,1
1881,10763,1
1881,10859,2
1881,10863,7
1881,10917,1
1881,10935,5
1881,10988,2
1881,11035,6
1881,11036,6
1881,11037,6
1881,11155,4
1881,11414,6
1881,12014,2
1881,12090,2
1881,12159,7
1881,12281,2
1881,12336,10
1881,12340,3
1881,12409,1
1881,12446,13
1881,13169,2
1881,15845,1
1881,15846,1
1881,16401,107
1881,16461,3
1881,16493,6
1881,16840,13
1881,16975,2
1881,17430,1
1881,18722,1
1881,18736,3
1881,19270,6
1881,19277,3
1881,19717,2
1881,19863,1
1881,19872,6
1881,20321,3
1881,23336,2
1881,23338,2
1881,23964,3
1881,24140,3
1881,24141,2
1885,1998,11
1885,2042,1
1885,2052,2
1885,2072,4
1885,2074,4
1885,2075,1
1885,2112,8
1885,2117,8
1885,2152,4
1885,2249,5
1885,2251,5
1885,2262,2
1885,2339,8
1885,2360,11
1885,2410,16
1885,2413,2
1885,2494,8
1885,2637,7
1885,2642,2
1885,2652,22
1885,2668,1
1885,2670,6
1885,2735,5
1885,2821,4
1885,2976,3
1885,3136,2
1885,3137,11
1885,3149,4
1885,3152,3
1885,3155,2
1885,3161,5
1885,3193,2
1885,3203,4
1885,3266,1
1885,3274,7
1885,3304,5
1885,3349,11
1885,3394,2
1885,3491,2
1885,3533,2
1885,3676,3
1885,3815,6
1885,3914,12
1885,3915,12
1885,3916,12
1885,3917,12
1885,3918,12
1885,3919,2
1885,3920,2
1885,3921,2
1885,3922,2
1885,3923,2
1885,3924,2
1885,3928,6
1885,3929,6
1885,3938,7
1885,4500,7
1885,4501,7
1885,4556,2
1885,4558,18
1885,4638,1
1885,4639,1
1885,4698,8
1885,4797,11
1885,4929,14
1885,4930,6
1885,4993,3
1885,5067,1
1885,5090,7
1885,5516,3
1885,5822,3
1885,5876,7
1885,5877,7
1885,5880,7
1885,6111,10
1885,6121,4
1885,6122,4
1885,6157,13
1885,6338,4
1885,6358,3
1885,6444,4
1885,6515,7
1885,6522,4
1885,6735,4
1885,6813,2
1885,7016,7
1885,7292,3
1885,7301,4
1885,7369,8
1885,7502,2
1885,7511,19
1885,7637,7
1885,7765,4
1885,7932,7
1885,7934,7
1885,8435,2
1885,8495,13
1885,8496,7
1885,8508,2
1885,8743,2
1885,8774,13
1885,8784,5
1885,8823,5
1885,8866,3
1885,9115,1
1885,9155,3
1885,9157,17
1885,9366,8
1885,9372,8
1885,9379,1
1885,9388,1
1885,9580,13
1885,9581,13
1885,9615,2
1885,9616,2
1885,9617,2
1885,9666,7
1885,9667,2
1885,9676,7
1885,9736,2
1885,9737,2
1885,9738,2
1885,9743,5
1885,9787,4
1885,9850,7
1885,9851,7
1885,9852,7
1885,9937,3
1885,9977,8
1885,9978,8
1885,9979,8
1885,9980,8
1885,9981,8
1885,9982,4
1885,9983,4
1885,10027,16
1885,10472,13
1885,10608,5
1885,10615,16
1885,10632,3
1885,10694,9
1885,10741,3
1885,10761,6
1885,10763,6
1885,10859,2
1885,10863,3
1885,10917,1
1885,10935,2
1885,10988,13
1885,11035,3
1885,11036,3
1885,11037,3
1885,11182,2
1885,11414,3
1885,12014,7
1885,12090,1
1885,12159,8
1885,12164,6
1885,12281,15
1885,12336,4
1885,12340,9
1885,12409,6
1885,12446,12
1885,13169,2
1885,15845,3
1885,15846,3
1885,16401,1
1885,16451,10
1885,16461,18
1885,16840,12
1885,16975,15
1885,17430,7
1885,18736,4
1885,19270,4
1885,19277,7
1885,19717,13
1885,19863,5
1885,19872,4
1885,20321,7
1885,23336,13
1885,23338,13
1885,23964,7
1885,24140,7
1885,24141,4
1946,1998,1
1946,2075,3
1946,2112,1
1946,2117,4
1946,2152,1
1946,2339,1
1946,2494,1
1946,2642,1
1946,2652,1
1946,2735,1
1946,3161,3
1946,3266,1
1946,3274,1
1946,3304,1
1946,3491,1
1946,3914,3
1946,3915,3
1946,3916,3
1946,3917,3
1946,3918,3
1946,3919,3
1946,3920,3
1946,3921,3
1946,3922,3
1946,3923,3
1946,3924,3
1946,3928,2
1946,3929,2
1946,3953,3
1946,4500,1
1946,4501,1
1946,4797,1
1946,4929,5
1946,4993,2
1946,5822,1
1946,5877,1
1946,5880,1
1946,6121,1
1946,6122,1
1946,6157,1
1946,6232,3
1946,6299,3
1946,6338,1
1946,6358,2
1946,6522,1
1946,6735,1
1946,7292,3
1946,7301,3
1946,7369,4
1946,7511,4
1946,7932,1
1946,7934,1
1946,8435,3
1946,8495,1
1946,8496,1
1946,8743,1
1946,8774,1
1946,8784,1
1946,8823,1
1946,8866,2
1946,9157,5
1946,9379,2
1946,9580,1
1946,9581,1
1946,9666,1
1946,9676,1
1946,9735,3
1946,9736,1
1946,9737,1
1946,9738,1
1946,9982,1
1946,9983,1
1946,10472,1
1946,10615,1
1946,10632,2
1946,10863,2
1946,10917,1
1946,10988,1
1946,11035,2
1946,11036,2
1946,11037,2
1946,11155,3
1946,11414,2
1946,12159,4
1946,12164,1
1946,12281,1
1946,12336,1
1946,12409,1
1946,12446,2
1946,15845,1
1946,15846,1
1946,16401,1
1946,16493,1
1946,16840,5
1946,16975,1
1946,19277,1
1946,19717,1
1946,23336,1
1946,23338,1
1946,23964,1
1946,24140,1
1998,2042,5
1998,2052,3
1998,2072,4
1998,2074,4
1998,2075,3
1998,2112,6
1998,2117,8
1998,2119,7
1998,2152,10
1998,2249,9
1998,2251,9
1998,2262,5
1998,2339,6
1998,2360,8
1998,2410,13
1998,2413,2
1998,2494,8
1998,2637,7
1998,2642,2
1998,2652,26
1998,2668,5
1998,2670,7
1998,2735,4
1998,2821,7
1998,2976,1
1998,3136,4
1998,3137,8
1998,3149,7
1998,3152,2
1998,3155,3
1998,3161,6
1998,3193,3
1998,3203,1
1998,3266,1
1998,3274,13
1998,3304,4
1998,3349,14
1998,3394,9
1998,3491,7
1998,3533,2
1998,3676,7
1998,3815,4
1998,3914,10
1998,3915,10
1998,3916,10
1998,3917,10
1998,3918,10
1998,3919,1
1998,3920,1
1998,3921,1
1998,3922,1
1998,3923,1
1998,3924,1
1998,3928,9
1998,3929,9
1998,3938,5
1998,4122,1
1998,4500,13
1998,4501,13
1998,4556,1
1998,4558,24
1998,4638,3
1998,4639,3
1998,4698,5
1998,4797,6
1998,4929,16
1998,4930,3
1998,4993,5
1998,5067,1
1998,5090,2
1998,5516,7
1998,5822,9
1998,5876,7
1998,5877,13
1998,5880,13
1998,6111,8
1998,6121,4
1998,6122,4
1998,6157,14
1998,6338,7
1998,6358,7
1998,6444,7
1998,6515,7
1998,6522,4
1998,6735,2
1998,6813,4
1998,7016,5
1998,7292,12
1998,7301,4
1998,7369,8
1998,7502,7
1998,7511,29
1998,7637,7
1998,7765,11
1998,7932,13
1998,7934,13
1998,8435,3
1998,8495,14
1998,8496,13
1998,8508,2
1998,8743,3
1998,8774,14
1998,8784,6
1998,8823,4
1998,8866,5
1998,9115,9
1998,9155,7
1998,9157,28
1998,9366,5
1998,9372,5
1998,9379,2
1998,9388,5
1998,9580,14
1998,9581,14
1998,9615,2
1998,9616,2
1998,9617,2
1998,9666,13
1998,9667,3
1998,9676,13
1998,9736,3
1998,9737,3
1998,9738,3
1998,9743,6
1998,9787,4
1998,9850,7
1998,9851,7
1998,9852,7
1998,9937,6
1998,9977,5
1998,9978,5
1998,9979,5
1998,9980,5
1998,9981,5
1998,9982,4
1998,9983,4
1998,10027,8
1998,10472,20
1998,10608,9
1998,10615,13
1998,10626,5
1998,10632,6
1998,10694,6
1998,10741,7
1998,10761,7
1998,10763,7
1998,10859,5
1998,10863,6
1998,10917,4
1998,10935,6
1998,10988,20
1998,11035,7
1998,11036,7
1998,11037,7
1998,11182,7
1998,11414,7
1998,12014,6
1998,12090,2
1998,12159,15
1998,12164,7
1998,12281,10
1998,12336,2
1998,12340,9
1998,12409,5
1998,12446,13
1998,15845,4
1998,15846,4
1998,16401,1
1998,16451,8
1998,16461,24
1998,16493,2
1998,16840,23
1998,16975,10
1998,17430,28
1998,18722,1
1998,18736,11
1998,19270,1
1998,19277,13
1998,19717,20
1998,19863,9
1998,19872,1
1998,20321,5
1998,23336,20
1998,23338,20
1998,23964,13
1998,24140,13
1998,24141,2
2042,2112,1
2042,2117,1
2042,2119,2
2042,2152,3
2042,2339,1
2042,2494,7
2042,2637,2
2042,2652,3
2042,2668,115
2042,2670,7
2042,2821,2
2042,3136,4
2042,3149,2
2042,3155,4
2042,3203,1
2042,3274,6
2042,3349,1
2042,3394,2
2042,3928,1
2042,3929,1
2042,3938,1
2042,4500,6
2042,4501,6
2042,4638,9
2042,4639,9
2042,4797,1
2042,4929,5
2042,5822,4
2042,5876,2
2042,5877,6
2042,5880,6
2042,6111,1
2042,6157,3
2042,6358,2
2042,6444,2
2042,6515,2
2042,6813,2
2042,7016,1
2042,7292,3
2042,7301,1
2042,7369,1
2042,7502,5
2042,7511,7
2042,7637,2
2042,7932,6
2042,7934,6
2042,8495,3
2042,8496,6
2042,8774,3
2042,8784,1
2042,9115,7
2042,9157,6
2042,9388,115
2042,9580,3
2042,9581,3
2042,9666,6
2042,9667,4
2042,9676,6
2042,9736,3
2042,9737,3
2042,9738,3
2042,9743,1
2042,9850,2
2042,9851,2
2042,9852,2
2042,10472,1
2042,10626,1
2042,10988,1
2042,11035,2
2042,11036,2
2042,11037,2
2042,11182,5
2042,11414,2
2042,12159,5
2042,12281,1
2042,12446,1
2042,16401,1
2042,16493,1
2042,16840,2
2042,16975,1
2042,18722,1
2042,19270,1
2042,19277,6
2042,19717,1
2042,19872,1
2042,20321,1
2042,23336,1
2042,23338,1
2042,23964,6
2042,24140,6
2052,2072,5
2052,2074,5
2052,2075,1
2052,2112,3
2052,2117,3
2052,2152,1
2052,2249,1
2052,2251,1
2052,2262,2
2052,2339,3
2052,2360,3
2052,2410,5
2052,2413,3
2052,2494,2
2052,2652,3
2052,2735,2
2052,2821,1
2052,2976,1
2052,3137,3
2052,3149,1
2052,3152,1
2052,3155,2
2052,3193,88
2052,3203,4
2052,3274,5
2052,3304,2
2052,3349,8
2052,3394,3
2052,3491,4
2052,3533,2
2052,3676,2
2052,3815,2
2052,3914,5
2052,3915,5
2052,3916,5
2052,3917,5
2052,3918,5
2052,3919,1
2052,3920,1
2052,3921,1
2052,3922,1
2052,3923,1
2052,3924,1
2052,3928,5
2052,3929,5
2052,3953,1
2052,4500,5
2052,4501,5
2052,4558,5
2052,4698,3
2052,4797,4
2052,4929,3
2052,4930,1
2052,4993,1
2052,5090,1
2052,5516,2
2052,5822,2
2052,5877,5
2052,5880,5
2052,6111,2
2052,6121,3
2052,6122,3
2052,6157,6
2052,6232,1
2052,6299,1
2052,6338,2
2052,6358,5
2052,6444,1
2052,6522,3
2052,6735,3
2052,7292,2
2052,7301,4
2052,7369,3
2052,7511,10
2052,7932,5
2052,7934,5
2052,8435,1
2052,8495,6
2052,8496,5
2052,8508,2
2052,8743,1
2052,8774,6
2052,8784,6
2052,8823,2
2052,8866,1
2052,9115,1
2052,9155,2
2052,9157,11
2052,9366,3
2052,9372,3
2052,9379,1
2052,9580,6
2052,9581,6
2052,9615,2
2052,9616,2
2052,9617,2
2052,9666,5
2052,9667,2
2052,9676,5
2052,9735,1
2052,9736,1
2052,9737,1
2052,9738,1
2052,9743,1
2052,9787,5
2052,9937,2
2052,9977,3
2052,9978,3
2052,9979,3
2052,9980,3
2052,9981,3
2052,9982,3
2052,9983,3
2052,10027,1
2052,10472,6
2052,10608,1
2052,10615,2
2052,10626,2
2052,10632,3
2052,10694,5
2052,10741,2
2052,10761,3
2052,10763,3
2052,10859,2
2052,10863,3
2052,10917,1
2052,10935,4
2052,10988,6
2052,11035,5
2052,11036,5
2052,11037,5
2052,11155,1
2052,11414,5
2052,12014,2
2052,12159,7
2052,12164,2
2052,12281,2
2052,12336,3
2052,12340,3
2052,12409,2
2052,12446,9
2052,13169,1
2052,15845,3
2052,15846,3
2052,16401,1
2052,16461,5
2052,16840,10
2052,16975,2
2052,17430,1
2052,19270,4
2052,19277,5
2052,19717,6
2052,19863,1
2052,19872,4
2052,23336,6
2052,23338,6
2052,23964,5
2052,24140,5
2052,24141,2
2072,2074,59
2072,2112,3
2072,2117,2
2072,2152,5
2072,2249,3
2072,2251,3
2072,2262,2
2072,2339,3
2072,2360,2
2072,2410,3
2072,2413,1
2072,2494,2
2072,2652,6
2072,2670,2
2072,2735,1
2072,2821,2
2072,2976,2
2072,3137,2
2072,3149,2
2072,3152,1
2072,3155,3
2072,3161,2
2072,3193,5
2072,3274,4
2072,3304,1
2072,3349,4
2072,3394,4
2072,3491,6
2072,3533,1
2072,3676,1
2072,3914,5
2072,3915,5
2072,3916,5
2072,3917,5
2072,3918,5
2072,3928,6
2072,3929,6
2072,4500,4
2072,4501,4
2072,4558,5
2072,4698,2
2072,4797,5
2072,4929,6
2072,4930,1
2072,5067,1
2072,5090,4
2072,5516,1
2072,5822,2
2072,5877,4
2072,5880,4
2072,6111,2
2072,6121,2
2072,6122,2
2072,6157,3
2072,6338,3
2072,6358,4
2072,6444,2
2072,6522,2
2072,6813,1
2072,7292,2
2072,7301,3
2072,7369,2
2072,7511,8
2072,7765,1
2072,7932,4
2072,7934,4
2072,8495,3
2072,8496,4
2072,8508,1
2072,8743,1
2072,8774,3
2072,8784,5
2072,8823,1
2072,9115,1
2072,9155,1
2072,9157,7
2072,9366,2
2072,9372,2
2072,9379,1
2072,9580,3
2072,9581,3
2072,9615,1
2072,9616,1
2072,9617,1
2072,9666,4
2072,9667,3
2072,9676,4
2072,9736,1
2072,9737,1
2072,9738,1
2072,9743,2
2072,9787,59
2072,9937,2
2072,9977,2
2072,9978,2
2072,9979,2
2072,9980,2
2072,9981,2
2072,9982,2
2072,9983,2
2072,10027,3
2072,10472,8
2072,10608,3
2072,10615,3
2072,10632,2
2072,10694,9
2072,10741,1
2072,10761,2
2072,10763,2
2072,10859,2
2072,10863,2
2072,10917,1
2072,10935,5
2072,10988,8
2072,11035,4
2072,11036,4
2072,11037,4
2072,11414,4
2072,12014,2
2072,12159,3
2072,12164,2
2072,12281,2
2072,12340,7
2072,12409,2
2072,12446,5
2072,13169,1
2072,16401,2
2072,16451,1
2072,16461,5
2072,16840,8
2072,16975,2
2072,17430,5
2072,18736,1
2072,19277,4
2072,19717,8
2072,19863,3
2072,23336,8
2072,23338,8
2072,23964,4
2072,24140,4
2072,24141,2
2074,2112,3
2074,2117,2
2074,2152,5
2074,2249,3
2074,2251,3
2074,2262,2
2074,2339,3
2074,2360,2
2074,2410,3
2074,2413,1
2074,2494,2
2074,2652,6
2074,2670,2
2074,2735,1
2074,2821,2
2074,2976,2
2074,3137,2
2074,3149,2
2074,3152,1
2074,3155,3
2074,3161,2
2074,3193,5
2074,3274,4
2074,3304,1
2074,3349,4
2074,3394,4
2074,3491,6
2074,3533,1
2074,3676,1
2074,3914,5
2074,3915,5
2074,3916,5
2074,3917,5
2074,3918,5
2074,3928,6
2074,3929,6
2074,4500,4
2074,4501,4
2074,4558,5
2074,4698,2
2074,4797,5
2074,4929,6
2074,4930,1
2074,5067,1
2074,5090,4
2074,5516,1
2074,5822,2
2074,5877,4
2074,5880,4
2074,6111,2
2074,6121,2
2074,6122,2
2074,6157,3
2074,6338,3
2074,6358,4
2074,6444,2
2074,6522,2
2074,6813,1
2074,7292,2
2074,7301,3
2074,7369,2
2074,7511,8
2074,7765,1
2074,7932,4
2074,7934,4
2074,8495,3
2074,8496,4
2074,8508,1
2074,8743,1
2074,8774,3
2074,8784,5
2074,8823,1
2074,9115,1
2074,9155,1
2074,9157,7
2074,9366,2
2074,9372,2
2074,9379,1
2074,9580,3
2074,9581,3
2074,9615,1
2074,9616,1
2074,9617,1
2074,9666,4
2074,9667,3
2074,9676,4
2074,9736,1
2074,9737,1
2074,9738,1
2074,9743,2
2074,9787,59
2074,9937,2
2074,9977,2
2074,9978,2
2074,9979,2
2074,9980,2
2074,9981,2
2074,9982,2
2074,9983,2
2074,10027,3
2074,10472,8
2074,10608,3
2074,10615,3
2074,10632,2
2074,10694,9
2074,10741,1
2074,10761,2
2074,10763,2
2074,10859,2
2074,10863,2
2074,10917,1
2074,10935,5
2074,10988,8
2074,11035,4
2074,11036,4
2074,11037,4
2074,11414,4
2074,12014,2
2074,12159,3
2074,12164,2
2074,12281,2
2074,12340,7
2074,12409,2
2074,12446,5
2074,13169,1
2074,16401,2
2074,16451,1
2074,16461,5
2074,16840,8
2074,16975,2
2074,17430,5
2074,18736,1
2074,19277,4
2074,19717,8
2074,19863,3
2074,23336,8
2074,23338,8
2074,23964,4
2074,24140,4
2074,24141,2
2075,2112,2
2075,2117,5
2075,2119,1
2075,2152,1
2075,2249,1
2075,2251,1
2075,2339,2
2075,2360,1
2075,2410,1
2075,2494,2
2075,2637,3
2075,2642,1
2075,2652,5
2075,2735,2
2075,2976,1
2075,3137,1
2075,3155,2
2075,3161,5
2075,3193,1
2075,3203,1
2075,3266,3
2075,3304,2
2075,3349,2
2075,3394,2
2075,3491,1
2075,3533,2
2075,3815,1
2075,3914,6
2075,3915,6
2075,3916,6
2075,3917,6
2075,3918,6
2075,3919,1
2075,3920,1
2075,3921,1
2075,3922,1
2075,3923,1
2075,3924,1
2075,3928,7
2075,3929,7
2075,3953,2
2075,4558,2
2075,4638,1
2075,4639,1
2075,4670,1
2075,4797,3
2075,4929,8
2075,4993,3
2075,5067,1
2075,5090,1
2075,5822,1
2075,5876,3
2075,6111,2
2075,6121,2
2075,6122,2
2075,6157,2
2075,6232,2
2075,6299,2
2075,6338,3
2075,6358,3
2075,6515,3
2075,6522,2
2075,6735,8
2075,7292,3
2075,7301,4
2075,7369,5
2075,7511,13
2075,7637,3
2075,7765,2
2075,8435,3
2075,8495,2
2075,8508,2
2075,8743,2
2075,8774,2
2075,8784,5
2075,8823,2
2075,8866,3
2075,9157,14
2075,9379,1
2075,9580,2
2075,9581,2
2075,9615,2
2075,9616,2
2075,9617,2
2075,9667,2
2075,9735,2
2075,9736,1
2075,9737,1
2075,9738,1
2075,9850,3
2075,9851,3
2075,9852,3
2075,9937,1
2075,9982,2
2075,9983,2
2075,10472,9
2075,10608,1
2075,10615,3
2075,10626,1
2075,10632,4
2075,10694,1
2075,10761,2
2075,10763,2
2075,10863,4
2075,10917,1
2075,10935,3
2075,10988,9
2075,11035,3
2075,11036,3
2075,11037,3
2075,11155,2
2075,11414,3
2075,12014,1
2075,12159,8
2075,12164,1
2075,12281,5
2075,12336,8
2075,12340,1
2075,12409,1
2075,12446,8
2075,13169,1
2075,16401,3
2075,16451,1
2075,16461,2
2075,16493,2
2075,16840,9
2075,16975,5
2075,17430,3
2075,18722,1
2075,18736,2
2075,19270,1
2075,19717,9
2075,19863,1
2075,19872,1
2075,23336,9
2075,23338,9
2075,24141,1
2098,2152,1
2098,2360,1
2098,2410,1
2098,3137,1
2098,3349,1
2098,3394,1
2098,3914,2
2098,3915,2
2098,3916,2
2098,3917,2
2098,3918,2
2098,3928,1
2098,3929,1
2098,4558,2
2098,4670,1
2098,4797,1
2098,4929,1
2098,5067,1
2098,5822,3
2098,6735,1
2098,7511,2
2098,7765,1
2098,8784,1
2098,9157,3
2098,10615,1
2098,10632,1
2098,10761,2
2098,10763,2
2098,10863,1
2098,12159,1
2098,12281,2
2098,12336,1
2098,12409,1
2098,12446,3
2098,15845,1
2098,15846,1
2098,16461,2
2098,16840,1
2098,16975,2
2098,18722,1
2098,18736,1
2112,2117,6
2112,2152,4
2112,2249,6
2112,2251,6
2112,2262,1
2112,2339,57
2112,2360,9
2112,2410,8
